"id","sentiment","review","review_español"
"6174_2","0","I saw this film on the History Channel today (in 2006). First of all, I realize that this is not a documentary -- that it is a drama. But, one might hope that at least the critical \facts\"" that the story turns on might be based on actual events. Reagan was shot and the other characters were real people. The movie got that right. From there on, reliance on facts rapidly decays. I had never heard of this movie before seeing it. Having been a TV reporter at the time of these events, I was stunned that I had never heard anything about the bizarre behavior of Secretary Haig as portrayed by Richard Dreyfuss. The whole nation had heard the \""I am in control...\"", etc., but Dreufuss' Haig is bullying a cowered cabinet and totally out of control personally. Having watched the film, I began researching the subject on the Internet and quickly found actual audio tapes and transcripts of most of the Situation Room conversations that this film pretends to reenact. Incredibly, many the the principal \""facts\"" of the film meant to show a White House, Secret Service etc. in total chaos -- and the nation's leadership behaving irrationally and driving the world near the brink of nuclear war -- are demonstrably incorrect. They didn't happen! There is internal conflict, to be sure. Haig makes missteps, his press room performance is historically regrettable and he is \""difficult\"". But there is nothing approaching the scenes depicted in the film. There are too many gross errors to list, but any fair comparison of the recorded and written record and the fantasy of this film begs the question as to what the producers were really trying to accomplish. Enlighten? Inform? Entertain? I believe they failed on all three fronts. It is difficult to ascribe motives to others, but one must seriously question what was behind such shameless invention. And, as for my beloved History Channel's \""Reel to Real\"" follow-on documentary, there was almost no mention of the issues that were the central focus of the film -- namely the events within the Administration on the day of the shooting. So, the viewer was left to research those without much -- if any -- help from the network.""","Vi esta película en el canal de la historia de hoy (en 2006). En primer lugar, me doy cuenta de que esto no es un documental - que es un drama. Sin embargo, uno podría esperar que por lo menos los \ hechos críticos \"" que las vueltas de la historia en podrían estar basadas en hechos reales. Reagan fue disparado y los otros personajes eran personas reales. La película tiene ese derecho. A partir de ahí, la dependencia de los hechos decae rápidamente. Nunca había oído hablar de esta película antes de verla. Después de haber sido un reportero de la televisión en el momento de estos acontecimientos, me quedé de piedra que nunca había oído nada sobre el comportamiento extraño del Secretario Haig como interpretado por Richard Dreyfuss. la totalidad nación había oído la \ ""Tengo el control ... \"", etc., pero Dreufuss' Haig es la intimidación de un armario cowered y totalmente fuera de control personal. Después de haber visto la película, empecé a investigar el tema en Internet y rápidamente encontrado cintas de audio reales y transcripciones de la mayoría de las conversaciones situación de la habitación que esta película pretende reenact Increíblemente, muchos el director \ ""hechos \"" de la película pretende mostrar una Casa blanca, Servicio secreto, etc., en un caos total. - y de comportarse irratio el liderazgo de la nación nalmente y la conducción del mundo, cerca del borde de la guerra nuclear - son demostrablemente incorrecta. Ellos no sucedan! Hay un conflicto interno, para estar seguro. Haig hace pasos en falso, su actuación sala de prensa es históricamente lamentable y que es \ ""difícil \"". Pero no hay nada que se aproxime las escenas representadas en la película. Hay demasiados errores manifiestos a la lista, pero cualquier comparación justa del registro registrado y escrito y la fantasía de esta película plantea la pregunta de por qué los productores estaban realmente tratando de lograr. ¿Iluminar? ¿Informar? ¿Entretener? Creo que fracasaron en los tres frentes. Es difícil atribuir motivos a los demás, pero hay que cuestionar seriamente lo que estaba detrás de tales invención descarada. Y, en cuanto a mi amada canal de la historia de \ ""Reel to real \"" de seguimiento documental, no había casi ninguna mención de las cuestiones que eran el foco central de la película - es decir, los eventos dentro de la administración en el día del tiroteo . Así, el espectador se dejó a investigar los que no tienen mucho - en su caso - la ayuda de la red ""."
"6157_2","0","Yikes, it was definitely one of those sleepless nights where I surfed the channels and bumped into this stinker of a movie. For some of the names in the cast, I'd expect a much better movie. I'm almost embarrassed to see Oscar Winner F. Murray Abraham being reduced to such a horrible part. I hope the money was worth it. And the students, they talked about fencing like they were talking about survival in a war or through a horrible disaster. I mean, I've fenced, it's a fun sport, but I've never been that intense. The only reason I even watched this entire movie was because the remote fell under the sofa and I was too lazy to get it back.","Uff, que fue sin duda una de esas noches en vela, donde navegaba los canales y tropezó con esta cosa maloliente de una película. Para algunos de los nombres en el reparto, yo esperaría que una película mucho mejor. Estoy casi avergonzado de ver ganador del Oscar F. Murray Abraham siendo reducido a una parte tan horrible. Espero que el dinero valía la pena. Y los estudiantes, se habló de la esgrima como si estuvieran hablando de la supervivencia en una guerra o por medio de un desastre horrible. Es decir, yo he esgrima, que es un deporte divertido, pero nunca he sido tan intenso. La única razón por la vi toda esta película se debía a que el mando a distancia cayó debajo del sofá y yo era demasiado perezoso para recuperarlo."
"10829_10","1","I watched the movie in a preview and I really loved it. The cast is excellent and the plot is sometimes absolutely hilarious. Another highlight of the movie is definitely the music, which hopefully will be released soon. I recommend it to everyone who likes the British humour and especially to all musicians. Go and see. It's great.","Vi la película en una vista previa y realmente me encantó. El elenco es excelente y la trama a veces es absolutamente hilarante. Otro punto a destacar de la película es sin duda la música, que se espera que sea liberado pronto. Se lo recomiendo a todos los que le gusta el humor británico y en especial a todos los músicos. Ve y mira. Es genial."
"10999_1","0","Imagine the worst skits from Saturday Night Live and Mad TV in one 90 minute movie. Now, imagine that all the humor in those bad skits is removed and replaced with stupidity. Now imagine something 50 times worse.<br /><br />Got that?<br /><br />Ok, now go see The Underground Comedy Movie. That vision you just had will seem like the funniest thing ever. UCM is the single worst movie I've ever seen. There were a few cheap laughs...very few. But it was lame. Even if the intent of the movie was to be lame, it was too lame to be funny.<br /><br />The only reason I'm not angry for wasting my time watching this was someone else I know bought it. He wasted his money. Vince Offer hasn't written or directed anything else and it's not surprise why.","Imaginar las peores parodias de Saturday Night Live y Mad TV en una película de 90 minutos. Ahora, imaginemos que todo el humor en esas malas obras de teatro se retira y se sustituye con la estupidez. Ahora imaginar algo 50 veces peor. <br /> <br /> entendido? <br /> <br /> Bueno, ahora ir a ver el metro Película de Comedia. Esa visión que acaba de tener parecerá como la cosa más divertida nunca. UCM es el peor película que he visto en mi vida. Había unas cuantas risas baratas ... muy pocos. Pero era cojo. Incluso si la intención de la película iba a ser cojo, que era demasiado débiles para ser divertido. <br /> <br /> La única razón por la que no estoy enojado por perder el tiempo viendo esto era otra persona que conozco compré. No perdió su dinero. Vince oferta no ha escrito o dirigido cualquier otra cosa y no es de extrañar por qué."
"10476_1","0","I'm a Christian. I have always been skeptical about movies made by Christians, however. As a rule, they are \know-nothings\"" when it comes to movie production. I admire TBN for trying to present God and Jesus in a positive and honest way on the screen. However, they did a hideous job of it. The acting was horrible, and unless one is familiar with the Bible in some fashion, one COULD NOT have understood what the movie was trying to get across. Not only was the movie terribly made, but the people who made it even had some facts wrong. However, in this \""critique\"", those facts are irrelevent and too deep to delve into. In short, the Omega Code is the absolute worst movie I have ever seen, and I would not recommend it to anyone, except for comic relief from the every day grind.""","Soy cristiano. Siempre he sido escéptico acerca de las películas hechas por los cristianos, sin embargo. Por regla general, son \ ignorantes \"" cuando se trata de la producción de películas. Admiro TBN por tratar de presentar a Dios y Jesús de una manera positiva y de forma honesta en la pantalla. Sin embargo, hicieron un trabajo horrible de la misma. La la actuación era horrible, y menos que uno esté familiarizado con la Biblia en una cierta manera, uno no podría haber entendido lo que la película estaba tratando de llegar al otro lado. No sólo era la película terriblemente hecho, pero la gente que lo hace aún tenía algunos hechos mal. sin embargo, en este \ ""crítica \"", esos hechos son irrelevante y demasiado profunda para ahondar en. en resumen, el Código Omega es la peor película que he visto, y yo no lo recomendaría a cualquiera, excepto para el alivio cómico de la rutina todos los días ""."
"6556_3","0","I bought this on DVD for my brother who is a big Michelle Pfeiffer fan. I decided to watch it myself earlier this week.<br /><br />It is a reasonably entertaining piece containing two completely separate story lines. The section with Michelle Pfeiffer was by far the more interesting of the two. She plays a rising Hollywood actress who has had many short unfulfilling relationships. She literally bumps into Brian Kerwin (A regular married guy with Kids)after driving her car into the back of his. After being initially hostile to one another he offers to drive her home as she no longer feels comfortable to drive. Romance develops eventually leading to tragedy when his wife finds out. What happens at the end I was not prepared for but the slow pacing and routine TV direction takes any drama out of the plot.<br /><br />The other section involves an old Studio boss played by Darren McGavin. This section actually has the better cast with Kenneth McMillan, Lois Chiles, Steven Bauer & Stella Stevens. They all want something from the studio boss but in the end when he is asked to resign, they all realize their careers will now be going nowhere. <br /><br />It passes the time but is not all that interesting and I am glad this was not bought for me. I am not a Michelle Pffeifer fan but she was admittedly the only actor worth watching in this film and even in 1983 she was a decent actress. Overall though unless you are a fan of hers avoid this as it is very routine.","Compré esta en DVD para mi hermano que es un gran fan de Michelle Pfeiffer. Decidí ver por mí mismo a principios de esta semana. <br /> <br /> Es una pieza bastante entretenido que contiene dos líneas de la historia completamente separadas. La sección con Michelle Pfeiffer fue de lejos el más interesante de los dos. Ella juega un aumento de la actriz de Hollywood que ha tenido muchas relaciones insatisfactorias cortos. Ella, literalmente, se tropieza con Brian Kerwin (Un tipo casado regular con niños) después de conducir su coche en la parte trasera de su. Después de haber sido inicialmente hostiles entre sí que ofrece a llevarla a casa como ella ya no se siente cómodo de conducir. El romance se desarrolla con el tiempo conduce a la tragedia cuando su esposa se entere. ¿Qué ocurre al final yo no estaba preparado para pero el lento ritmo y la dirección de TV rutina toma ningún tipo de drama de la trama. <br /> <br /> La otra sección consiste en un viejo jefe Estudio interpretado por Darren McGavin. Esta sección tiene realmente el mejor reparto con Kenneth McMillan, Lois Chiles, Steven Bauer y Stella Stevens. Todos quieren algo del jefe de estudio, pero al final cuando se le pidió la renuncia, todos ellos se dan cuenta de sus carreras ahora se va a ninguna parte. <br /> <br /> Se pasa el tiempo, pero no es tan interesante y estoy feliz de que esto no fue comprado para mí. No soy un fan de Michelle Pffeifer pero ella era la verdad es el único actor de la pena ver en esta película e incluso en 1983 que era una actriz decente. En general, aunque menos que usted es un fan de ella evitar esto, ya que es muy rutinario."
"11837_2","0","Can anybody do good CGI films besides Pixar? I mean really, animation looked antiquated by 2006 standards and even by 1995 Toy Story standards. Or maybe they spent all their budget on Hugh Jackman. Whatever their reasoning, the story truly did suck.<br /><br />Somehow, Hugh Jackman is a rat - a rat that is flushed down a toilet. Yeah I know, seems stereotypical. But then the sewer mimicked the ways of London - to an extent. Throw in a promise of jewels (????) and an evil(??) frog and you get a pathetic attempt at entertainment.<br /><br />I would like to say something entertained me. Maybe the hookup in the movie? Or maybe the happily-ever-after rat relationship. But nothing did. It had the talent, but it blew up. D-","Alguien puede hacer buenas películas CGI además de Pixar? Me refiero a realmente, la animación se veía anticuado para los estándares de 2006 y hasta 1995 por las normas de Toy Story. O puede que pasaban todo el presupuesto de Hugh Jackman. Sea cual sea su razonamiento, la historia realmente no chupar <br /> <br /> De alguna manera, Hugh Jackman es una rata -. Una rata que se tiran por el inodoro. Sí, lo sé, parece estereotipado. Pero entonces la alcantarilla imitaba las formas de Londres - hasta cierto punto. El tiro en una promesa de joyas (????) y una rana mal (??) y se obtiene un patético intento de entretenimiento. <br /> <br /> Me gustaría decir algo me entretuvo. Tal vez la instalación descrita en la película? O tal vez el felices para siempre después de la relación de rata. Pero nada hizo. Tenía el talento, pero explotó. RE-"
"7213_3","0","While I certainly consider The Exorcist to be a horror classic, I have to admit that I don't hold it in quite as high regard as many other horror fans do. As a consequence of that, I haven't seen many of The Exorcist rip-offs, and if Exorcismo is anything to go by, I'll have to say that's a good thing as this film is boring as hell and certainly not worth spending ninety minutes on it! In fairness to the other Exorcist rip-offs, this is often considered one of the worst, and so maybe it wasn't the best place for me to start. It's not hard to guess what the plot will be: basically it's the same as the one in The Exorcist and sees a girl get possessed by a demonic spirit (which happens to be the spirit of her dead father). The village priest is then called in to perform the exorcism. Like many Spanish horror films, this one stars Paul Naschy, who is pretty much the best thing about the film. Exorcismo was directed by Juan Bosch, who previously directed the derivative Spanish Giallo 'The Killer Wore Gloves'. I haven't seen any of his other films, but on the basis of these two: I believe that originality wasn't one of his strong points. There's not a lot of good things I can say about the film itself; it mostly just plods along and the exorcism scene isn't worth waiting for. I certainly don't recommend it!","Aunque ciertamente considero el exorcista a ser un clásico de terror, tengo que admitir que no lo sujetan en tan alta estima como muchas otras fans del horror hacen. Como consecuencia de eso, no he visto muchos de los Exorcist estafas, y si Exorcismo es algo que pasar, voy a tener que decir que es una buena cosa ya que esta película es aburrido como el infierno y no valía la pena el gasto noventa minutos en él! Para ser justos con los demás estafas Exorcist, esto es a menudo considerado como uno de los peores, por lo que tal vez no era el mejor lugar para mí para empezar. No es difícil de adivinar cuál será la trama: básicamente es el mismo que el de El exorcista y ve a una chica conseguir poseído por un espíritu demoníaco (que pasa a ser el espíritu de su padre muerto). El cura del pueblo se llama a continuación para realizar el exorcismo. Al igual que muchas películas de terror españolas, éste está protagonizada por Paul Naschy, que es más o menos lo mejor de la película. Exorcismo fue dirigida por Juan Bosch, quien anteriormente dirigió la derivada español Giallo 'El asesino llevaba guantes'. No he visto ninguna de sus otras películas, pero sobre la base de estos dos: Creo que la originalidad no era uno de sus puntos fuertes. No hay un montón de cosas buenas que puedo decir sobre la película en sí; que en su mayoría sólo plods a lo largo de la escena y el exorcismo no se hace esperar. Desde luego, no lo recomiendo!"
"344_8","1","Another entry in the \holiday horror\"" category that fills the shelves of your local video store. The *spoiler* \""wronged nerdy teen taking revenge on the 'cool' kids who wronged him\"" plot will of course be familiar to those who've watched it before. And those who've seen it before will probably watch it again; those who are expecting Ingmar Bergman and will subsequently become indignant about their wasted time should just skip it. Marilyn Manson on the soundtrack and David Boreanaz, Denise Richards and Katherine Heigl as eye candy--go with the flow and enjoy it. Oh, and I loved the creepy mask.""","Otra entrada en el horror \ vacaciones \"" categoría que llena las estanterías de su tienda local de video. El * Spoiler * \ 'agraviado adolescente nerd vengarse de los niños 'cool' que le agraviado \' trama Por supuesto, será familiar para aquellos que lo he visto antes y los que hemos visto antes, probablemente lo verá de nuevo;.. aquellos que están esperando Ingmar Bergman y posteriormente se convertirá en su indignados por la pérdida de tiempo debe omitela Marilyn Manson en la banda sonora y David Boreanaz, Denise Richards y Katherine Heigl como dulces ojos -. ir con la corriente y disfrutar de ella Ah, y me encantó la máscara espeluznante ""."
"11822_4","0","I thought Harvey Keitel, a young, fresh from the Sex Pistols John Lydon, then as a bonus, the music by Ennio Morricone. I expected an old-school, edgy, Italian cop thriller that was made in America. Istead, I got a mishmash story that never made sense and a movie that left me saying: WTF!!! Too many unanswered questions, and not enough action. The result: a potential cult classic got flushed down the toilet. Keitel and Lydon work well together, so maybe Quentin Tarantino can reunite these guys with better script. Oh, and the Morricone score: OK, but not memorable.<br /><br />Overall, not a waste of time, but not a \must see\"", unless you are a hardcore Keitel fan.""","Pensé Harvey Keitel, un joven y fresco de los Sex Pistols John Lydon, a continuación, como un bono, la música de Ennio Morricone. Me esperaba una vieja escuela, nervioso, suspense policía italiana que se hizo en los Estados Unidos. Istead, tengo una historia mezcolanza que no tenía sentido y una película que me dejó diciendo: WTF !!! Demasiadas preguntas sin respuesta, y la acción no es suficiente. El resultado: una Got potencial clásico de culto por el inodoro. Keitel y Lydon trabajan bien juntos, así que tal vez Quentin Tarantino puede reunir a estos chicos con un mejor guión. Ah, y la puntuación Morricone:. Bien, pero no memorable <br /> <br /> En general, no es una pérdida de tiempo, pero no una \ debe ver \ "", a menos que usted es un fan incondicional Keitel"""
