"id","sentiment","review","review_español"
"4786_1","0","I despise horror movies, that is no secret. No plot, bad acting and gallons of blood are staples of these mistakes of cinema, and this \movie\"" is no exception. I cannot believe some cable stations actually run this garbage. (This particular garbage was released straight-to-video, as I recall.) As mentioning any other movie would be a great insult to that other movie, I say this: All of the Phantasm movies, all of the Jason movies, Freddy movies, Chucky movies, and most of the Michael Myers movies can be summed up in one word: TERRIBLE!!!<br /><br />Rating (Phantasm III): 0.5/10""","Desprecio las películas de terror, eso no es un secreto. Ninguna parcela, mala actuación y galones de sangre son grapas de estos errores de cine, y esta película \ ""no es una excepción. No puedo creer que algunas estaciones de cable realmente ejecuten esta basura. (Esta basura en particular se liberó directamente al video, Como recuerdo.) Como mencionar alguna otra película sería un gran insulto a esa otra película, digo esto: todas las películas de fantasma, todas las películas de Jason, películas de Freddy, películas de Chucky y la mayoría de las películas de Michael Myers pueden ser resumido en una palabra: TERRIBLE! <br /> RECUPERACIÓN (PHANTASM III): 0.5 / 10 """
"8960_2","0","the only thing that frequently pops into my head while i'm writing this review is,i'll never get that hour and a half back!!! to indicate that i'm not just blowing air, i'll compare the movie to the other movies of the cube trilogy(cube and hypercube)!cube wasn't great but it was original and that made up for some technical flaws!hypercube as a sequel lost the advantage of originality but it came out looking pretty sharp and i even liked it beter than cube(the story was better)! but cube zero in comparison to it's predecessors really isn't worth sh*t!a complete lack of good fx, a very f*ck*d up script and just plain old bad acting don't combine well! example:all of the time during the movie i was thinking it would be incredibly stupid if ... should happen and then it would happen, so it's not very original neither! my advice: don't lose that hour and a half i lost!!!!!!!! oh and i hope this movie crashes and burns!!!!!!!","Lo único que con frecuencia aparece en mi cabeza mientras estoy escribiendo esta revisión es, ¡nunca obtendré esa hora y la mitad! Para indicar que no solo estoy soplando aire, compararé la película a las otras películas de la trilogía del cubo (CUBE e HYPECUBE)! Cube no fue genial, pero fue original y eso se compuso para algunos defectos técnicos! Hypercube Como una secuela perdió la ventaja de la originalidad, pero salió con bastante agudo e incluso me gustó que sea mejor que Cube (¡la historia era mejor)! Pero Cube Zero en comparación con sus predecesores realmente no vale la pena, ¡una completa falta de buen fx, un guión muy f * ck * d up y simplemente la vieja mala actuación, ¡no se combina bien! Ejemplo: Todo el tiempo durante la película Estaba pensando que sería increíblemente estúpido si ... debería suceder y, entonces sucedería, ¡así que no es muy original. Mi consejo: ¡No pierdas esa hora y media perdí !!!!!!!! Ah, y espero que esta película se estrella y quemaduras !!!!!!!"
"10230_1","0","Happened upon a copy of this. Not mine and if I had spent my own money on this I'd be finding those responsible and demanding it back! All I can say is this would be a terrible student film. Any understanding of the medium of film is absent. Acting is god awful, the story would have been rejected from the original Twilight Zone series as unoriginal and lame, and the change in tone of the lead character's reaction to the 'ghost' is laughable.<br /><br />I can only agree that the 'glowing' reviews of this film are from friends and family. I'm afraid it's not even entertainingly bad.<br /><br />Amateur in the extreme! <br /><br />Avoid! Avoid! Avoid!","Sucedió sobre una copia de esto. ¡No es mío y si hubiera gastado mi propio dinero en esto, encontraría a los responsables y lo exigiré! Todo lo que puedo decir es que esta sería una terrible película estudiantil. Cualquier comprensión del medio de la película está ausente. La actuación es horrible, la historia habría sido rechazada de la serie original de la zona de Twilight como unorlinal y cojo, y el cambio en el tono de la reacción del carácter principal al ""fantasma"" es risible. <br /> <br /> Puedo Solo de acuerdo en que las críticas ""brillantes"" de esta película son de amigos y familiares. Me temo que ni siquiera está entretenido. <br /> <br /> Amateur en el extremo! <br /> <br /> ¡Evite! ¡Evitar! ¡Evitar!"
"3386_9","1","Is this the future that awaits us? An overpopulated, unforgiving wasteland with a hellish, unwanted existence? This film brings to mind a problem that still plagues us, doubly so since the film was released in back in 1973. Let's hope that the world isn't going to end up like this...<br /><br />Soylent Green is a wild movie that I enjoyed very much. It had likable characters, a semi-apocalyptic setting, a compelling and thought-provoking storyline, and the macho-est macho man out there: Charleton Heston. Richard Fleischer gave the movie a very unpleasant, dirty feel. You're almost choked by the stench from the city and its filthy inhabitants.<br /><br />The characters are wonderful. Charleton Heston, who has become one of my favorite actors, IS Thorn. The man created this role of badass, yet likable tough-guy. I could definitely put myself in Thorn's shoes. He sees that something isn't right, but everyone around him either doesn't listen (more like paid not to listen) or wants him dead. Edward G. Robinson (in his last film, R.I.P.) plays the lovable old Sol, who has had enough of this nasty place. Everyone else is great, especially Leigh Taylor-Young as Shirl, a piece of \furniture\"" that comes with the apartment in which she resides.<br /><br />The special effects are fantastic, even for 1973. The Soylent Green factory, the futuristic apartments, and especially the \""scoops\"" (bulldozers that get rid of people) were excellent. The polluted air outside looks disgusting and very nasty. The empty city streets filled with the vile and putrid people are very unsettling.<br /><br />One final note is the ending, which even now still shocked me. It is gruesome, but if you think about it, it's a pretty good idea.<br /><br />The Bottom Line: <br /><br />An excellent 70's Science Fiction flick that makes you think and leaves you feeling very uneasy.""","¿Es este el futuro que nos espera? ¿Un terreno superpoblado, implacable con una existencia infernal, no deseada? Esta película trae a la mente un problema que aún nos plaga, doblemente, por lo que la película se lanzó en 1973. Esperemos que el mundo no vaya a terminar así ... <br /> <br /> Soilent Green es una película salvaje que disfruté mucho. Tenía caracteres agradables, un entorno semi-apocalíptico, una historia convincente y estimulante, y el Macho-Est Macho, el Hombre Macho, Charleton Heston. Richard Fleischer le dio a la película una sensación muy desagradable y sucia. Casi está ahogado por el hedor de la ciudad y sus habitantes sucios. <br /> <br /> Los personajes son maravillosos. Charleton Heston, que se ha convertido en uno de mis actores favoritos, es Thorn. El hombre creó este papel de Badass, pero agradable a un tipo duro. Definitivamente podría ponerme en los zapatos de Thorn. Él ve que algo no está bien, pero todos los que lo rodean no escuchan (más como se le paga a no escuchar) o lo quiere muerto. Edward G. Robinson (en su última película, R.I.P.) juega al adorable Sol, que ha tenido suficiente de este lugar desagradable. Todos los demás son geniales, especialmente Leigh Taylor-Young como Shirl, una pieza de muebles ""que viene con el apartamento en el que reside. <br /> <br /> Los efectos especiales son fantásticos, incluso para 1973. El exaltante La fábrica verde, los apartamentos futuristas, y especialmente las ""cucharas"" (excavadoras que se deshacen de las personas) eran excelentes. El aire contaminado afuera se ve repugnante y muy desagradable. Las calles de la ciudad vacías llenas de la gente vil y putrefule son muy inquietantes. . <br /> <br /> Una nota final es el final, que incluso ahora todavía me sorprendió. Es espantoso, pero si lo piensas, es una idea bastante buena. <br /> <br /> Línea: <br /> <br /> Una excelente película de ciencia ficción de 70 que te hace pensar y te deja sentir muy incómodo ""."
"9776_3","0","I don't know much about film-making, but good movies have to tell some sort of a story...your characters have to start and complete their journey. In Last Exit to Brooklyn they may, but its not in any satisfying way, and I'm not meaning a happy ending, just ANY ending.<br /><br />Last Exit to Brooklyn, set in 1952 Brooklyn during a very brutal labor strike, sets a number of story threads in motion. Most involve some of the most unlikeable characters to ever walk across a movie screen. But Last Exit to Brooklyn fails to bring these stories to any conclusion...it leaves some of them dangling with no ending, or blasts off into some bizarre stratosphere for an \artistic\"" ending.<br /><br />Two cases in point, and they contain spoilers.<br /><br />A sad transvestite character (an important character in the film), is struck by a car and killed. And that's it for him in the movie....he's gone for good, erased from everyone's memory..no reactions from his friends, enemies, lovers....nothing.<br /><br />In another thread the stupid, clueless, and secretly gay strike leader, having been rejected by labor, his gay lover, and found out by the neighborhood thugs, gets stomped by the thugs. The closing scene to the beating shows the streets of Brooklyn, and the streetlights are very, very similar to those of Nazi death camps...and the scene drags on and on and on...and the camera pans down to the body of the labor leader, and he's been crucified.....ppppuuuulllleeeeeez. And of course that's it for him too....brain erasure.....gone.<br /><br />Bottom line....no matter what the reviewers originally said in 1989 about this film....this movie is a depressing piece of sludge. Avoid it. And if you don't be forewarned, it really deserves an NC-17 rating for massive amounts of physical, emotional and sexual brutality...don't even let the teenagers watch.""","No sé mucho sobre la creación de cine, pero las buenas películas tienen que contarle algún tipo de historia ... sus personajes tienen que comenzar y completar su viaje. En última salida a Brooklyn, pueden, pero no es de ninguna manera satisfactoria, y no estoy significando un final feliz, solo cualquier final. <br /> <br /> La última salida a Brooklyn, ubicada en 1952 Brooklyn durante un muy Huelga de mano de obra brutal, establece una serie de hilos de historia en movimiento. La mayoría involucra a algunos de los personajes más poco probables para recorrer una pantalla de cine. Pero la última salida a Brooklyn no logra llevar estas historias a cualquier conclusión ... Deja a algunos de ellos colgando sin fin, o desapareció en una estratosfera extraña para un final \ artistic "". <br /> <br /> Dos Casos en punto, y contienen spoilers. <br /> <br /> Un personaje de travestis triste (un personaje importante en la película), es golpeado por un automóvil y matado. Y eso es para él en la película ... Se ha ido por siempre, borrado de la memoria de todos. No reacciones de sus amigos, enemigos, amantes ... Nada. <br /> <br /> En otro hilo, el líder estúpido, despistado, y en secreto gay, habiendo sido Rechazado por el trabajo, su amante gay, y se enteró de los matones del vecindario, se pone pisoteado por los matones. La escena de cierre a la paliza muestra las calles de Brooklyn, y las farolas son muy, muy similares a las de los campos de la muerte nazis .. .Y la escena se arrastra y encendida y encendida ... y la cámara se cuesta hacia el cuerpo del líder laboral, y ha sido crucificado ..... ppppuuuulllleeeeez. y de c OurSe, eso es todo para él para él ... Foreura del cerebro ... ido. <br /> <br /> Línea de fondo .... No importa lo que los revisores dijeron originalmente en 1989 sobre esta película ... esto La película es una pieza deprimente de lodos. Evitarlo Y si no seas prevenido, realmente merece una calificación NC-17 para cantidades masivas de brutalidad física, emocional y sexual ... ni siquiera dejar que los adolescentes vean ""."
"326_1","0","This early Adam Sandler film could be compared to his life as a comic during the same period in 1989. His character's constant acknowledgement of his hidden comic genius and frustration regarding humorous material seems to come more from Sandler than the script. The film is nothing compared to his blockbuster feature films, such as Big Daddy or even the corny Billy Maddison. Unfortunately, Sandler had not yet found a way to express himself in a consistent, successful and funny manner when this film was made, much like his character. The majority of the film's \jokes\"" come from Sandler having conversations with himself, usually over his unrecognised comic talent and beating himself up because he's too ugly and can't get women. The film is hard to watch too because it doesn't treat itself like a real film. Sandler talks to the camera and the viewers throughout the film, often referring to the film's low budget or questionable content. The film is ultimately awkward and embarrassing to watch. I immediately wanted to forget I even saw this film after it was over, for fear that if more found out about it, it would ruin Sandler's career. Pass this one up at the video store, I rented it for free and it was still a waste of time.""","Esta película temprana de Adam Sandler podría compararse con su vida como cómic durante el mismo período en 1989. El reconocimiento constante de su personaje de su genio cómico oculto y su frustración con respecto al material humorístico parece ser más de Sandler que el guión. La película no es nada en comparación con sus largometrajes de Blockbuster, como Big Daddy o incluso el Corny Billy Maddison. Desafortunadamente, Sandler aún no había encontrado una manera de expresarse de una manera consistente, exitosa y divertida cuando se hizo esta película, como su personaje. La mayoría de las \ chokes de la película \ ""provienen de Sandler que tienen conversaciones consigo mismo, generalmente sobre su talento cómico no reconocido y golpeándose porque es demasiado feo y no puede conseguir mujeres. La película es difícil de ver también porque no lo hace Trate a sí mismo como una película real. Sandler habla con la cámara y a los espectadores a lo largo de la película, a menudo refiriéndose al bajo presupuesto de la película o al contenido cuestionable. La película es, en última instancia, incómoda y vergonzosa de ver. Inmediatamente quise olvidar que incluso vi esta película. Después de que terminó, por temor a que, si se enteró más al respecto, arruinaría la carrera de Sandler. Pase este en la tienda de videos, lo alquilo de forma gratuita y todavía fue una pérdida de tiempo ""."
"5673_1","0","I quote Oedpius Rex because it is a tragedy that this film was even made!!!<br /><br />This is one of the worst movies I have ever seen! I am in no way an Uwe Boll hater like most of the humourless people on IMDb! <br /><br />Uwe Boll movies like Postal and Tunnel Rats are hilariously bad and therefore entertaining. But honestly, this movie was just horrible. I hated it so much that I'd give it a zero star rating if I could. The story is just crap! It spends four fifths of the film building the plot and then they have the middle which is just scenes of grizzly horrible tastelessly done murder! The finally end it with a \villan wins ending\"" which is totally acceptable but surely it could have been more tasteful than this! <br /><br />I am not against Uwe Boll (like I said earlier) nor am I against violent movies! I f**king love violent movies! I loved the Saw movies, the Hostel movies, Tokyo Gore Police, The New York Ripper, the 28 movies, Dog Soldiers, My Bloody Valentine, Last House on the Left, Watchmen, Wolf Creek, every Tarantino movie, every Sam Peckinpah, even Cannibal f**king Holocaust! But this! OMFG!!! <br /><br />This was just cruel, sadistic and perverted! And look at the movies I just listed! If I liked Cannibal Holocaust and not this then it must be bad! Uwe, don't go all dark again! You're funny when you are light hearted, just like Ed Wood. This was just an awful experience! I felt horrible all over after seeing this!<br /><br />DO NOT WATCH!!!! AVOID AT ALL COST!!!!!""","¡Cito a OEDPIUS Rex porque es una tragedia que esta película se hizo incluso! <br /> <br /> ¡Esta es una de las peores películas que he visto! ¡No voy de ninguna manera a una Uwe Boll Hater como la mayoría de las personas sin humor en IMDb! <br /> <br /> Las películas de Uwe Boll, como las ratas postales y túneles, son hilarantemente malas y, por lo tanto, entretenidas. Pero honestamente, esta película fue simplemente horrible. Lo odiaba tanto que le daría una calificación cero de estrellas si pudiera. ¡La historia es solo mierda! Pasa cuatro quintos quintos de la película que construyen la parcela y luego tienen el medio, que es simplemente escenas de horrible horrible, horridamente hecha de asesinato. ¡Finalmente termine con un \ Villan gana el final "", lo que es totalmente aceptable, pero seguramente podría haber sido más de buen gusto que esto! <br /> <br /> No estoy en contra de Uwe Boll (como dije antes) ni soy yo ¡Contra películas violentas! ¡I F ** King Love Violent Películas! Me encantó las películas de sierra, las películas de Hostel, la policía de Tokio Gore, The New York Ripper, las 28 películas, los soldados de perros, mi sangriento San Valentín, la última casa a la izquierda, vigilante. , Wolf Creek, cada película de Tarantino, cada Sam Peckinpah, incluso Cannibal F ** King Holocausto! ¡Pero esto! ¡OMFG !!! <br /> <br /> ¡Esto fue simplemente cruel, sádico y pervertido! Y mira las películas que ¡Acabo de listar! Si me gustaba el Holocausto Canníbico y no esto, ¿entonces debe ser malo? ¡Ute, no te vayas de nuevo! Eres divertido cuando eres de corazón alegre, como la madera de ED. ¡Esta era solo una experiencia terrible! Me sentí horrible todo después de ver esto! <br /> <br /> ¡No mires! ¡Evita a todos los costos !!!!! """
"7162_10","1","This is one of my favorite films of all time. I read the book and liked it, but this movie expands on everything the book made famous. The acting is fantastic, especially from Jon Voight, who plays Mr. Sir, a very evil character. This film has a certain way of storytelling that keeps you hooked throughout, until the end where everything is pulled together for a great ending. I also love the way this is directed, by flashing back and forth between the modern day and Stanley's ancestors' stories. The story was written by Louis Sachar, yes, but it seems that this story is made for film, and Andrew Davis does a great job directing it. I definitely recommend this to anyone who enjoys good movies.","Esta es una de mis películas favoritas de todos los tiempos. Leí el libro y le gustó, pero esta película se expande en todo lo que el libro hizo famoso. La actuación es fantástica, especialmente de Jon Voight, quien interpreta al Sr. Sir, un personaje muy malvado. Esta película tiene una cierta forma de narración de cuentos que te mantiene enganchado en todo, hasta el final donde todo se siente para un gran final. También me encanta la forma en que se dirige esto, parpadeando entre los días modernos y las historias de los antepasados ​​de Stanley. La historia fue escrita por Louis Sachar, sí, pero parece que esta historia está hecha para la película, y Andrew Davis hace un gran trabajo dirigiéndolo. Definitivamente lo recomiendo a cualquiera que disfrute de buenas películas."
"9363_2","0","This movie has some fatal flaws in it, how someone could walk through an open back door of a highly secure medical facility is unbelievable. Then this same person just walks around the facility and enters the Dr.'s office, is just bad writing or bad editing. <br /><br />Very very very predictable movie. <br /><br />I am not sure how this film got made, except it is was filmed in Canada, and probably received a government grant. <br /><br />I must say the person playing Aaron, Cory Monteith, did a good job.<br /><br />Unless you are really bored and there is nothing else to watch on television then I would say it will kill some time, but otherwise, it is a movie no actor would want on their resume.","Esta película tiene algunas fallas fatales, cómo alguien podría caminar por una puerta abierta de una instalación médica altamente segura es increíble. Luego, esta misma persona simplemente camina por las instalaciones y entra en la oficina del Dr., es simplemente una mala escritura o mala edición. <br /> <br /> Muy muy muy muy predecible. <br /> <br /> No estoy seguro de cómo se hizo esta película, excepto que se filmó en Canadá, y probablemente recibió una subvención del gobierno. <br /> <br /> Debo decir que la persona jugando a Aaron, Cory Monteith, hizo un buen trabajo. <br /> <br /> A menos que estés realmente aburrido y no hay nada más que ver en la televisión, entonces diría que Matará algún tiempo, pero de lo contrario, es una película que ningún actor querría en su currículum."
"9939_1","0","The film-school intellects can drool all they want about the important (imagined) meaning of this film, but it's just that: intellectual drool. This film is creatively bankrupt, and some mistake it's endless self-indulgent wanking as substance. Yeah. <br /><br />Obviously Godard wasn't a Stones fan. Too bad, because this could have been great. He's capturing the birth of this timeless song and he chooses instead to cover the music with some guy reading out of a True Detective mag or some such crap. <br /><br />Then there's the endless shots of what looks like 60's librarians spray-painting words on people's cars. And then there's the seemingly neverending \interview\"" where the actress was brilliantly instructed to answer only yes or no to all the really deep and intellectual questions. There's some dude in a purple suit is reading more crap from a book, which goes on for, oh, only about 20 minutes. And black panthers or something in a junkyard.<br /><br />It almost sounds intriguing? Well, it's not.<br /><br />But for unwashed film-school hipsters who don't care squat about the lost opportunities of having full access to the Stones bringing Sympathy for the Devil into the world and would rather hear some English guy reading instead whilst gazing at the covers of nudie mag's, this film's a real winner!<br /><br />More accurately...maybe Godard just blows.""","Los intelectos escolares de cine pueden babear todo lo que quieren sobre el significado importante (imaginado) de esta película, pero es solo que: baba intelectual. Esta película está en bancarrota creativamente, y algunos confunden, es una infinita masturbación autoindulgente como sustancia. Si. <br /> <br /> Obviamente, Godard no era un fanático de las piedras. Lástima, porque esto podría haber sido genial. Él está capturando el nacimiento de esta canción atemporal y elige en su lugar para cubrir la música con un tipo de lectura de un verdadero detective mag o algo de este tipo de basura. <br /> <br /> Luego están las infinitas tomas de lo que parece los bibliotecarios de los 60 palabras de pintura en aerosol en los autos de la gente. Y luego está la entrevista aparentemente notar a \ ""donde la actriz fue instructada brillantemente para responder solo a sí o no a todas las preguntas realmente profundas e intelectuales. Hay un poco de un tipo en un traje púrpura, está leyendo más mierda de un libro, que continúa por , Oh, solo unos 20 minutos. Y Panteras negras o algo en un depósito de chatarra. <br /> <br /> ¡Casi suena intrigante? Bueno, no lo es. <br /> <br /> Pero para los hipsters de la escuela de cine sin lavar A quiénes no se preocupan por las oportunidades perdidas de tener acceso completo a las piedras que traen simpatía por el diablo en el mundo y preferirían escuchar algún tipo de inglés que leía a los que miraban las portadas de Nudie Mag, ¡esta película es un verdadero ganador! < br /> <br /> con más precisión ... tal vez Godard simplemente golpea ""."
